RK,NAME,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,PER
473,Vernon Carey Jr.CHA,C,19,6.1,2.4,0.9,1.9,50,0.1,0.4,14.3,0.5,0.6,81.8,1.4,0.1,0.1,0.3,0.3,0,0,11.71
474,Wes IwunduNO/DAL,SF,41,13.1,2.4,0.8,2.5,33.3,0.1,1,12.2,0.6,0.8,83.9,2.2,0.4,0.4,0.1,0.5,0,0,4.37
475,Justin RobinsonOKC,G,9,9.8,2.3,0.8,2.3,33.3,0.4,1.6,28.6,0.3,0.6,60,0.8,1,0.3,0,0.2,0,0,6.05
476,Quinndary WeatherspoonSA,SG,20,6.1,2.3,0.8,1.8,45.7,0.1,0.3,16.7,0.7,0.8,81.3,0.6,0.4,0.4,0.1,0.5,0,0,9.67
477,Jarrell BrantleyUTAH,PF,28,4.9,2.3,0.9,1.9,48.1,0.4,1,42.9,0.1,0.1,100,1,0.5,0.3,0.1,0.3,0,0,16.69
478,CJ EllebyPOR,SG,30,6.4,2.3,0.8,2.2,37.9,0.2,1.1,20.6,0.4,0.5,73.3,1.1,0.3,0.2,0.1,0.2,0,0,9.39
479,Sean McDermottMEM,SG,18,8.8,2.2,0.7,1.8,39.4,0.3,1.2,22.7,0.4,0.4,100,1.1,0.2,0.1,0.2,0.2,0,0,7.24
480,Bol BolDEN,C,32,5,2.2,0.8,1.8,43.1,0.3,0.8,37.5,0.3,0.5,66.7,0.8,0.2,0.1,0.3,0.4,0,0,9.46
481,Shaquille HarrisonUTAH/DEN,SG,34,9.8,2.1,0.8,2.3,33.3,0.1,0.5,18.8,0.5,0.6,81.8,1.4,0.7,0.5,0.1,0.3,0,0,6.85
482,Chris SilvaSAC/MIA,PF,15,6.1,2.1,0.7,1.1,62.5,0.1,0.1,100,0.7,1,73.3,1.8,0.4,0.1,0.4,0.7,0,0,11.5
483,Devon DotsonCHI,PG,11,4.5,2.1,1,1.9,52.4,0.1,0.6,14.3,0,0,0,0.5,0.6,0.4,0,0,0,0,19.42
484,Ed DavisMIN,C,23,13,2.1,0.8,1.9,43.2,0,0,0,0.4,0.5,83.3,5,0.9,0.6,0.6,0.3,0,0,13.14
485,Vlatko CancarDEN,SF,41,6.9,2.1,0.8,1.8,45.8,0.2,0.8,27.3,0.2,0.3,76.9,1.2,0.3,0.3,0,0.3,0,0,9.78
486,Deividas SirvydisDET,SG,20,6.7,2.1,0.7,2,35,0.5,1.4,35.7,0.2,0.3,50,1.5,0.3,0.1,0,0.3,0,0,5.71
487,Ray SpaldingHOU,F,2,9.5,2,1,2,50,0,0.5,0,0,1,0,2,0,0,1,1.5,0,0,0.84
488,Jontay PorterMEM,PF,11,4.9,2,0.7,1.4,53.3,0.3,0.7,37.5,0.3,0.5,60,1.3,0.1,0.3,0.1,0.6,0,0,9.25
489,Jalen SmithPHX,PF,27,5.8,2,0.8,1.9,44,0.1,0.6,23.5,0.2,0.3,71.4,1.4,0.1,0,0.2,0.3,1,0,8.51
490,Sindarius ThornwellNO/ORL,SG,21,10.3,2,0.7,2.2,32.6,0.3,1.1,30.4,0.2,0.4,50,0.9,1,0.6,0.1,0.3,0,0,6.59
491,Nate HintonDAL,SG,21,4.4,2,0.7,2,35.7,0.2,0.9,21.1,0.3,0.5,70,0.4,0.4,0.3,0.1,0.2,0,0,10.41
492,Devontae CacokLAL,PF,20,4.9,2,0.9,1.5,58.6,0,0,0,0.3,0.6,45.5,1.6,0.1,0.3,0.2,0.3,0,0,17.24
493,Isaac BongaWSH,G,40,10.8,2,0.8,2,37,0.3,1.2,27.7,0.1,0.2,62.5,1.7,0.6,0.3,0.2,0.6,0,0,4.03
494,Miye OniUTAH,SG,54,9.6,1.9,0.6,1.8,35.4,0.6,1.6,34.1,0.1,0.1,83.3,1.6,0.5,0.2,0.1,0.3,0,0,6.46
495,Alen SmailagicGS,PF,15,5.6,1.9,0.7,1.8,40.7,0.3,0.7,40,0.1,0.4,33.3,1.1,0.3,0.2,0.3,0.3,0,0,8.98
496,Cassius WinstonWSH,PG,22,4.5,1.9,0.6,1.5,42.4,0.4,0.8,47.1,0.2,0.3,83.3,0.4,0.5,0.1,0,0.2,0,0,10.86
497,Daniel OturuLAC,C,30,5.4,1.8,0.7,1.7,42.3,0,0.2,20,0.3,0.4,75,1.6,0.3,0.1,0.2,0.3,1,0,12.5
498,Axel ToupaneMIL,SG,8,7.6,1.8,0.5,1.4,36.4,0.1,0.3,50,0.6,0.9,71.4,0.8,0.5,0.3,0.4,0,0,0,9.05
499,Elijah HughesUTAH,SF,18,3.6,1.7,0.6,1.7,33.3,0.4,1.3,34.8,0.2,0.2,75,0.5,0.3,0.1,0.1,0.3,0,0,8.5
500,T.J. LeafPOR,PF,7,5,1.7,0.7,1.4,50,0,0,0,0.3,0.3,100,0.7,0.1,0.3,0.1,0.3,0,0,11.27
501,James NunnallyNO,SF,9,5.3,1.7,0.6,1.4,38.5,0.4,1.3,33.3,0.1,0.2,50,1,0.3,0,0,0.2,0,0,8.36
502,Tim FrazierMEM,PG,5,12.4,1.6,0.6,4,15,0,1.6,0,0.4,1.2,33.3,1.6,3.2,0.4,0.2,0.8,0,0,-0.44
503,Anthony TolliverPHI,PF,11,9,1.5,0.4,1.5,23.5,0.4,1.3,28.6,0.5,0.5,83.3,0.9,0.2,0.3,0.2,0.3,0,0,4.03
504,Bruno FernandoATL,F,33,6.8,1.5,0.5,1.3,40.9,0,0.1,0,0.5,0.7,68.2,2.4,0.3,0.1,0.1,0.6,0,0,6.21
505,Norvel PelleSAC/BKN/NY,PF,13,6.4,1.5,0.6,1.2,53.3,0,0,0,0.3,0.5,66.7,1.5,0.2,0.1,0.7,0.2,0,0,11.65
506,Robert Woodard IISAC,SF,13,3.5,1.5,0.6,1.5,40,0.1,0.5,16.7,0.2,0.6,37.5,1.2,0.2,0,0.2,0.1,0,0,12.61
507,Cassius StanleyIND,G,24,3.9,1.5,0.5,1.8,30.2,0.1,0.5,23.1,0.3,0.4,77.8,0.8,0,0,0.1,0,0,0,5.56
508,Rodions KurucsMIL/BKN/HOU,SF,21,6,1.5,0.5,1.5,34.4,0.3,1,28.6,0.1,0.2,75,1.1,0.5,0.4,0.2,0.6,0,0,6.36
509,Nate DarlingCHA,SG,7,3.7,1.3,0.3,1,28.6,0.3,1,28.6,0.4,0.4,100,0.1,0.1,0,0.1,0.1,0,0,8.18
510,Cristiano FelicioCHI,PF,18,4.7,1.3,0.4,0.7,53.8,0,0.1,0,0.5,0.9,56.3,1.4,0.5,0.2,0,0.2,0,0,14.67
511,Kris DunnATL,PG,4,11.3,1.3,0.3,3,8.3,0,0.5,0,0.8,1,75,1.5,0.5,0.5,0.5,0.8,0,0,-5.64
512,Jalen LecqueIND,G,4,3,1.3,0.3,2.3,11.1,0,0.3,0,0.8,0.8,100,1.3,0.5,0,0,0,0,0,4.7
513,Juwan MorganUTAH,F,29,5.1,1.2,0.5,1,46.7,0.1,0.4,30.8,0.1,0.2,42.9,1,0.3,0.1,0,0.1,0,0,8.52
514,Andre RobersonBKN,F,5,12.6,1.2,0.4,2.8,14.3,0.2,1.6,12.5,0.2,0.4,50,3,0.8,0.6,0.2,0.4,0,0,4.19
515,Marques BoldenCLE,C,6,4.8,1.2,0.2,0.5,33.3,0,0,0,0.8,1.3,62.5,1,0,0.3,0.3,0.3,0,0,13.28
516,Karim ManeORL,SG,10,8.8,1.1,0.3,1.3,23.1,0.1,0.2,50,0.4,0.5,80,1.4,0.4,0,0.2,0.3,0,0,1.29
517,Adam MokokaCHI,SG,14,4,1.1,0.5,1.4,36.8,0.1,0.7,10,0,0.1,0,0.4,0.4,0.1,0.1,0.4,0,0,2.3
518,Udoka AzubuikeUTAH,C,15,3.8,1.1,0.3,0.6,44.4,0,0,0,0.5,0.7,80,0.9,0,0.1,0.3,0.2,0,0,10.32
519,Iman ShumpertBKN,G,2,5.5,1,0.5,2,25,0,1.5,0,0,0,0,0.5,0,0.5,0,0.5,0,0,-0.31
520,Patrick McCawTOR,SF,5,6.6,1,0.2,0.2,100,0,0,0,0.6,0.6,100,0.6,0.8,0.4,0,0,0,0,11.99
521,Malik FittsLAC,F,3,3.7,1,0.3,1,33.3,0.3,0.7,50,0,0,0,1,0,0,0,0,0,0,2.94
522,Tyler BeyDAL,SF,18,3.9,1,0.4,1.2,31.8,0.1,0.2,25,0.2,0.3,60,1.1,0.2,0,0.1,0.2,0,0,5.89
523,Tyrell TerryDAL,PG,11,5.1,1,0.5,1.5,31.3,0,0.6,0,0.1,0.3,33.3,0.5,0.5,0.5,0,0.2,0,0,6.01
524,Nick RichardsCHA,C,18,3.5,0.8,0.2,0.5,44.4,0,0.1,0,0.4,0.6,63.6,0.6,0.1,0,0,0.2,0,0,5.57
525,Kostas AntetokounmpoLAL,PF,15,3.7,0.8,0.2,0.7,30,0,0,0,0.4,0.9,46.2,1.3,0.1,0.1,0.3,0.7,0,0,-0.01
526,Vincent PoirierPHI,C,10,3.9,0.8,0.3,1.2,25,0,0.1,0,0.2,0.6,33.3,1.4,0.2,0,0.3,0.4,0,0,1.59
527,Keljin BlevinsPOR,SF,17,4.4,0.7,0.3,1.2,25,0.1,0.5,25,0,0,0,0.6,0.2,0.1,0,0.3,0,0,-0.84
528,Ty-Shon AlexanderPHX,SG,15,3.1,0.6,0.2,0.8,25,0.1,0.6,22.2,0.1,0.1,50,0.7,0.4,0,0.1,0.2,0,0,4.27
529,Jared DudleyLAL,SF,12,6.8,0.5,0.2,0.8,22.2,0.2,0.5,33.3,0,0,0,1.8,0.4,0.1,0.1,0.2,0,0,4.4
530,Brian Bowen IIIND,SF,6,2.5,0.5,0.2,0.7,25,0,0.2,0,0.2,0.2,100,0.5,0,0,0,0,0,0,1.08
531,Jared HarperNY,PG,8,2,0.4,0,0.5,0,0,0.1,0,0.4,0.5,75,0.3,0.1,0,0,0.4,0,0,-10.75
532,Jaylen AdamsMIL,G,7,2.6,0.3,0.1,1.1,12.5,0,0.3,0,0,0,0,0.4,0.3,0,0,0,0,0,-6.47
533,Terrance FergusonPHI,SF,13,3.8,0.2,0.1,0.5,14.3,0,0.4,0,0,0,0,0.1,0.2,0.1,0,0.3,0,0,-7.09
534,Theo PinsonNY,G,17,2,0.1,0.1,0.5,11.1,0,0.5,0,0,0,0,0.3,0.1,0,0,0.1,0,0,-8.03
